Movie Name,Release Year,Director,Age Difference,Actor 1 Name,Actor 1 Gender,Actor 1 Birthdate,Actor 1 Age,Actor 2 Name,Actor 2 Gender,Actor 2 Birthdate,Actor 2 Age
Notting Hill,1999,Roger Michell,7,Hugh Grant,man,9/9/1960,39,Julia Roberts,woman,10/28/1967,32
Old School,2003,Todd Phillips,7,Craig Kilborn,man,8/24/1962,41,Ellen Pompeo,woman,11/10/1969,34
Remember the Titans,2000,Boaz Yakin,7,Ryan Hurst,man,6/19/1976,24,Kate Bosworth,woman,1/2/1983,17
Road House,1989,Rowdy Herrington,7,Patrick Swayze,man,8/18/1952,37,Kelly Lynch,woman,1/31/1959,30
Serendipity,2001,Peter Chelsom,7,John Cusack,man,6/28/1966,35,Kate Beckinsale,woman,7/26/1973,28
Spider-Man,2002,Sam Raimi,7,Tobey Maguire,man,6/27/1975,27,Kirsten Dunst,woman,4/30/1982,20
State of the Union,1948,Frank Capra,7,Spencer Tracy,man,4/5/1900,48,Katharine Hepburn,woman,5/12/1907,41
Talladega Nights: The Ballad of Ricky Bobby,2006,Adam McKay,7,Will Ferrell,man,7/16/1967,39,Leslie Bibb,woman,11/17/1974,32
That Thing You Do!,1996,Tom Hanks,7,Tom Everett Scott,man,9/7/1970,26,Liv Tyler,woman,7/1/1977,19
The Book of Love,2017,Bill Purple,7,Jason Sudeikis,man,9/18/1975,42,Jessica Biel,woman,3/3/1982,35
The Duchess,2008,Saul Dibb,7,Dominic Cooper,man,6/2/1978,30,Keira Knightley,woman,3/26/1985,23
The Fast and the Furious,2001,Rob Cohen,7,Paul Walker,man,9/12/1973,28,Jordana Brewster,woman,4/26/1980,21
The Hustler,1961,Robert Rossen,7,Paul Newman,man,1/26/1925,36,Piper Laurie,woman,1/22/1932,29
The Kids Are All Right,2010,Lisa Cholodenko,7,Mark Ruffalo,man,11/22/1967,43,Julianne Moore,woman,12/3/1960,50
The Promise,2016,Terry George,7,Oscar Isaac,man,3/9/1979,37,Charlotte Le Bon,woman,9/4/1986,30
The Sting,1973,George Roy Hill,7,Paul Newman,man,1/26/1925,48,Eileen Brennan,woman,9/3/1932,41
There's Something About Mary,1998,"Bobby Farrelly, Peter Farrelly",7,Ben Stiller,man,11/30/1965,33,Cameron Diaz,woman,8/30/1972,26
Thunderball,1965,Terence Young,7,Sean Connery,man,8/25/1930,35,Luciana Paluzzi,woman,6/10/1937,28
What Women Want,2000,Nancy Meyers,7,Mel Gibson,man,1/3/1956,44,Helen Hunt,woman,6/15/1963,37
Wild Things,1998,John McNaughton,7,Matt Dillon,man,2/18/1964,34,Denise Richards,woman,2/17/1971,27
A Beautiful Mind,2001,Ron Howard,6,Russell Crowe,man,4/7/1964,37,Jennifer Connelly,woman,12/12/1970,31
A Star Is Born,1975,Frank Pierson,6,Kris Kristofferson,man,6/22/1936,39,Barbra Streisand,woman,4/24/1942,33
A Walk to Remember,2002,Adam Shankman,6,Shane West,man,6/10/1978,24,Mandy Moore,woman,4/10/1984,18
American Sniper,2014,Clint Eastwood,6,Bradley Cooper,man,1/5/1975,39,Sienna Miller,woman,12/28/1981,33
An Officer and a Gentleman,1982,Taylor Hackford,6,Richard Gere,man,8/31/1949,33,Debra Winger,woman,5/16/1955,27
Atonement,2007,Joe Wright,6,James McAvoy,man,4/21/1979,28,Keira Knightley,woman,3/26/1985,22
Bridesmaids,2011,Paul Feig,6,Chris O'Dowd,man,10/9/1979,32,Kristen Wiig,woman,8/22/1973,38
Chasing Liberty,2004,Andy Cadiff,6,Matthew Goode,man,4/3/1978,26,Mandy Moore,woman,4/10/1984,20
Chef,2014,Jon Favreau,6,Jon Favreau,man,10/19/1966,48,Sofia Vergara,woman,7/10/1972,42
Desperado,1995,Robert Rodriguez,6,Antonio Banderas,man,8/10/1960,35,Salma Hayek,woman,9/2/1966,29
Down to Earth,2001,"Paul Weitz, Chris Weitz",6,Chris Rock,man,2/7/1965,36,Regina King,woman,1/15/1971,30
Dr. No,1962,Terence Young,6,Sean Connery,man,8/25/1930,32,Ursula Andress,woman,3/19/1936,26
Empire,2002,Franc. Reyes,6,John Leguizamo,man,7/22/1964,38,Delilah Cotto,woman,11/26/1970,32
Four Christmases,2008,Seth Gordon,6,Vince Vaughn,man,3/28/1970,38,Reese Witherspoon,woman,3/21/1976,32
Funny People,2009,Judd Apatow,6,Adam Sandler,man,9/9/1966,43,Leslie Mann,woman,3/26/1972,37
Garden State,2004,Zach Braff,6,Zach Braff,man,4/6/1975,29,Natalie Portman,woman,6/9/1981,23
Hitch,2005,Andy Tennant,6,Will Smith,man,9/25/1968,37,Eva Mendes,woman,3/5/1974,31
In Good Company,2004,Paul Weitz,6,Topher Grace,man,7/19/1978,26,Scarlett Johansson,woman,11/22/1984,20
L'Avventura,1960,Michelangelo Antonioni,6,Gabriele Ferzetti,man,3/17/1925,35,Monica Vitti,woman,11/3/1931,29
La Strada,1954,Federico Fellini,6,Anthony Quinn,man,4/21/1915,39,Giulietta Masina,woman,2/22/1921,33
Legally Blonde,2001,Robert Luketic,6,Matthew Davis,man,5/8/1978,23,Selma Blair,woman,6/23/1972,29
Meet Bill,2007,"Bernie Goldmann, Melisa Wallack",6,Timothy Olyphant,man,5/20/1968,39,Elizabeth Banks,woman,2/10/1974,33
Meet Bill,2007,"Bernie Goldmann, Melisa Wallack",6,Aaron Eckhart,man,3/12/1968,39,Elizabeth Banks,woman,2/10/1974,33
Nightmare Alley,2021,Guillermo del Toro,6,Bradley Cooper,man,1/5/1975,46,Cate Blanchett,woman,5/14/1969,52
On Her Majesty's Secret Service,1969,Peter R. Hunt,6,George Lazenby,man,9/5/1939,30,Angela Scoular,woman,11/8/1945,24
Prince of Persia: The Sands of Time,2010,Jordan Mechner,6,Jake Gyllenhaal,man,12/19/1980,30,Gemma Arterton,woman,2/2/1986,24
Raising Arizona,1987,Joel Coen,6,Nicolas Cage,man,1/7/1964,23,Holly Hunter,woman,3/20/1958,29
Savages,2007,undefined,6,Taylor Kitsch,man,4/8/1981,26,Blake Lively,woman,8/25/1987,20
Schindler's List,1993,Steven Spielberg,6,Ralph Fiennes,man,12/22/1962,31,Magdalena Komornicka,woman,10/10/1968,25
Shutter Island,2010,Martin Scorsese,6,Leonardo DiCaprio,man,11/11/1974,36,Michelle Williams,woman,9/9/1980,30
Slumdog Millionaire,2008,Danny Boyle,6,Dev Patel,man,4/23/1990,18,Freida Pinto,woman,10/18/1984,24
Sound of Music,1965,Robert Wise,6,Christopher Plummer,man,12/13/1929,36,Julie Andrews,woman,10/1/1935,30
Spider-Man: Homecoming,2017,Jon Watts,6,Tom Holland,man,6/1/1996,21,Laura Harrier,woman,3/28/1990,27
Stone,2010,John Curran,6,Edward Norton,man,8/18/1969,41,Milla Jovovich,woman,12/17/1975,35
Summer Catch,2001,Michael Tollin,6,Freddie Prinze Jr.,man,3/8/1976,25,Jessica Biel,woman,3/3/1982,19
The Age of Adaline,2015,Lee Toland Krieger,6,Michiel Huisman,man,7/18/1981,34,Blake Lively,woman,8/25/1987,28
The Curious Case of Benjamin Button,2008,David Fincher,6,Brad Pitt,man,12/18/1963,45,Cate Blanchett,woman,5/14/1969,39
The Devil Wears Prada,2006,David Frankel,6,Adrian Grenier,man,7/10/1976,30,Anne Hathaway,woman,11/12/1982,24
The Family Stone,2007,Thomas Bezucha,6,Luke Wilson,man,9/21/1971,36,Sarah Jessica Parker,woman,3/25/1965,42
The Godfather,1972,Francis Ford Coppola,6,Al Pacino,man,4/25/1940,32,Diane Keaton,woman,1/5/1946,26
The Godfather,1972,Francis Ford Coppola,6,Marlon Brando,man,4/3/1924,48,Morgana King,woman,6/4/1930,42
The Graduate,1967,Mike Nichols,6,Dustin Hoffman,man,8/8/1937,30,Anne Bancroft,woman,9/17/1931,36
The Holiday,2006,Nancy Meyers,6,Jack Black,man,8/28/1969,37,Kate Winslet,woman,10/5/1975,31
The Hollars,2016,John Krasinski,6,John Krasinski,man,10/20/1979,37,Anna Kendrick,woman,8/9/1985,31
The King's Speech,2010,Tom Hooper,6,Colin Firth,man,9/10/1960,50,Helena Bonham Carter,woman,5/26/1966,44
The Replacements,2000,Howard Deutch,6,Keanu Reeves,man,9/2/1964,36,Brooke Langton,woman,11/27/1970,30
The Way We Were,1973,Sydney Pollack,6,Robert Redford,man,8/18/1936,37,Barbra Streisand,woman,4/24/1942,31
W.,2008,Oliver Stone,6,Josh Brolin,man,2/12/1968,40,Elizabeth Banks,woman,2/10/1974,34
Wedding Crashers,2005,David Dobkin,6,Vince Vaughn,man,3/28/1970,35,Isla Fisher,woman,2/3/1976,29
Zoolander,2001,Ben Stiller,6,Ben Stiller,man,11/30/1965,36,Christine Taylor,woman,7/30/1971,30
13 Going on 30,2004,Gary Winick,5,Mark Ruffalo,man,11/22/1967,37,Jennifer Garner,woman,4/17/1972,32
27 Dresses,2008,Anne Fletcher,5,James Marsden,man,9/18/1973,35,Katherine Heigl,woman,11/24/1978,30
A View to a Kill,1985,John Glen,5,Christopher Walken,man,3/31/1943,42,Grace Jones,woman,5/19/1948,37
About Time,2013, Richard Curtis,5,Domhnall Gleeson,man,5/12/1983,30,Rachel McAdams,woman,11/17/1978,35
Adrift,2018,Baltasar Kormákur,5,Sam Claflin,man,6/27/1986,32,Shailene Woodley,woman,11/15/1991,27
All About the Benjamins,2002,Kevin Bray,5,Ice Cube,man,6/15/1969,33,Valarie Rae Miller,woman,4/16/1974,28
American Pie,1999,"Paul Weitz, Chris Weitz",5,Thomas Ian Nicholas,man,7/10/1980,19,Tara Reid,woman,11/8/1975,24
American Pie,1999,"Paul Weitz, Chris Weitz",5,Jason Biggs,man,5/12/1978,21,Shannon Elizabeth,woman,9/7/1973,26
Anna Karenina,2012,Joe Wright,5,Aaron Taylor-Johnson,man,6/13/1990,22,Keira Knightley,woman,3/26/1985,27
Armageddon,1998,Michael Bay,5,Ben Affleck,man,8/15/1972,26,Liv Tyler,woman,7/1/1977,21
Baby Driver,2017,Edgar Wright,5,Ansel Elgort,man,3/14/1994,23,Lily James,woman,4/5/1989,28
Blue Crush,2002,John Stockwell,5,Matthew Davis,man,5/8/1978,24,Kate Bosworth,woman,1/2/1983,19
Captain America: Civil War,2016,Joe & Anthony Russo,5,Chris Evans,man,6/13/1981,35,Emily VanCamp,woman,5/12/1986,30
Chips,2017,Dax Shepard,5,Dax Shepard,man,1/2/1975,42,Kristen Bell,woman,7/18/1980,37
Cinderella Man,2005,Ron Howard,5,Russell Crowe,man,4/7/1964,41,Renee Zellweger,woman,4/25/1969,36
Closer,2004,Mike Nichols,5,Jude Law,man,12/29/1972,32,Julia Roberts,woman,10/28/1967,37
Cold Mountain,2003,Anthony Minghella,5,Jude Law,man,12/29/1972,31,Nicole Kidman,woman,6/20/1967,36
Crazy Rich Asians,2018, Jon M. Chu,5,Henry Golding,man,2/5/1987,31,Constance Wu,woman,3/22/1982,36
Days of Thunder,1990,Tony Scott,5,Tom Cruise,man,7/3/1962,28,Nicole Kidman,woman,6/20/1967,23
Dear John,2010,Lasse Hallström,5,Channing Tatum,man,4/26/1980,30,Amanda Seyfried,woman,12/3/1985,25
Ed Wood,1994,Tim Burton,5,Johnny Depp,man,6/9/1963,31,Patricia Arquette,woman,4/8/1968,26
Elizabethtown,2005,Cameron Crowe,5,Orlando Bloom,man,1/13/1977,28,Kirsten Dunst,woman,4/30/1982,23
Evan Almighty,2007,Tom Shadyac,5,Steve Carell,man,8/16/1962,45,Lauren Graham,woman,3/16/1967,40
Ex Machina,2014,Alex Garland,5,Domhnall Gleeson,man,5/12/1983,31,Alicia Vikander,woman,10/3/1988,26
Forgetting Sarah Marshall,2008,Nicholas Stoller,5,Russell Brand,man,6/4/1975,33,Kristen Bell,woman,7/18/1980,28
Goldfinger,1964,Guy Hamilton,5,Sean Connery,man,8/25/1930,34,Honor Blackman,woman,8/22/1925,39
He's Just Not That Into You,2009,Ken Kwapis,5,Bradley Cooper,man,1/5/1975,34,Jennifer Connelly,woman,12/12/1970,39
Head over Heels,2001,Mark Waters,5,Freddie Prinze Jr.,man,3/8/1976,25,Monica Potter,woman,6/30/1971,30
Heartbreakers,2001,David Mirkin,5,Ray Liotta,man,12/18/1954,47,Sigourney Weaver,woman,10/8/1949,52
Here on Earth,2000,Mark Piznarski,5,Josh Hartnett,man,7/21/1978,22,Leelee Sobieski,woman,6/10/1983,17
Jersey Girl,2004,Kevin Smith,5,Ben Affleck,man,8/15/1972,32,Liv Tyler,woman,7/1/1977,27
King Kong,2005,Peter Jackson,5,Adrien Brody,man,4/14/1973,32,Naomi Watts,woman,9/28/1968,37
L.A. Story,1991,Mick Jackson,5,Steve Martin,man,8/14/1945,46,Victoria Tennant,woman,9/30/1950,41
Laggies,2014,Lynn Shelton,5,Mark Webber,man,7/19/1980,34,Keira Knightley,woman,3/26/1985,29
Le Mans,1971,Lee H. Katzin,5,Steve McQueen,man,3/24/1930,41,Elga Andersen,woman,2/2/1935,36
Legally Blonde,2001,Robert Luketic,5,Luke Wilson,man,9/21/1971,30,Reese Witherspoon,woman,3/21/1976,25
Les Miserables,2012,Tom Hooper,5,Sacha Baron Cohen,man,10/13/1971,41,Helena Bonham Carter,woman,5/26/1966,46
Magnolia,1999,Paul Thomas Anderson,5,John C. Reilly,man,5/24/1965,34,Melora Walters,woman,10/21/1960,39
Mona Lisa Smile,2003,Mike Newell,5,John Slattery,man,8/13/1962,41,Julia Roberts,woman,10/28/1967,36
Monster,2003,Patty Jenkins,5,Charlize Theron,woman,8/7/1975,28,Christina Ricci,woman,2/12/1980,23
Mr. Deeds,2002,Steven Brill,5,Adam Sandler,man,9/9/1966,36,Winona Ryder,woman,10/29/1971,31
Mrs. Doubtfire,1993,Chris Columbus,5,Robin Williams,man,7/21/1951,42,Sally Field,woman,11/6/1946,47
On Her Majesty's Secret Service,1969,Peter R. Hunt,5,George Lazenby,man,9/5/1939,30,Catherine Schell,woman,7/17/1944,25
P.S. I Love You,2007,Richard LaGravenese,5,Gerard Butler,man,11/13/1969,38,Hilary Swank,woman,7/30/1974,33
Pearl Harbor,2001,Michael Bay,5,Josh Hartnett,man,7/21/1978,23,Kate Beckinsale,woman,7/26/1973,28
Professor Marston and the Wonder Women,2017,Angela Robinson,5,Rebecca Hall,woman,5/3/1982,35,Bella Heathcote,woman,5/27/1987,30
Push,2009,Paul McGuigan,5,Chris Evans,man,6/13/1981,28,Camilla Belle,woman,10/2/1986,23
Queen of the Damned,2002,Michael Rymer,5,Stuart Townsend,man,12/15/1972,30,Marguerite Moreau,woman,4/25/1977,25
Romeo + Juliet,1996,Baz Luhrmann,5,Leonardo DiCaprio,man,11/11/1974,22,Claire Danes,woman,4/12/1979,17
Sleepless in Seattle,1993,Nora Ephron,5,Tom Hanks,man,7/9/1956,37,Meg Ryan,woman,11/19/1961,32
Sweet Home Alabama,2002,Andy Tennant,5,Josh Lucas,man,6/20/1971,31,Reese Witherspoon,woman,3/21/1976,26
Tag,2018,Jeff Tomsic,5,Jon Hamm,man,3/10/1971,47,Rashida Jones,woman,2/25/1976,42
The Amazing Spider-Man,2012,Marc Webb,5,Andrew Garfield,man,8/20/1983,29,Emma Stone,woman,11/6/1988,24
The Aviator,2004,Martin Scorsese,5,Leonardo DiCaprio,man,11/11/1974,30,Cate Blanchett,woman,5/14/1969,35
The Big Sick,2017,Michael Showalter,5,Kumail Nanjiani,man,2/21/1978,39,Zoe Kazan,woman,9/9/1983,34
The Decoy Bride,2011,Sheree Folkson,5,David Tennant,man,4/18/1971,40,Kelly Macdonald,woman,2/23/1976,35
The Dictator,2012,Larry Charles,5,Sacha Baron Cohen,man,10/13/1971,41,Anna Faris,woman,11/29/1976,36
The Good Shepherd,2006,Robert De Niro,5,Matt Damon,man,10/8/1970,36,Angelina Jolie,woman,6/4/1975,31
The Notebook,2004,Nick Cassavetes,5,James Marsden,man,9/18/1973,31,Rachel McAdams,woman,11/17/1978,26
The Royal Tenenbaums,2001,Wes Anderson,5,Danny Glover,man,7/22/1946,55,Anjelica Huston,woman,7/8/1951,50
The Whole Nine Yards,2000,Jonathan Lynn,5,Matthew Perry,man,8/19/1969,31,Natasha Henstridge,woman,8/15/1974,26
The Whole Truth,2016,Courtney Hunt,5,Keanu Reeves,man,9/2/1964,52,Renee Zellweger,woman,4/25/1969,47
The Wood,1999,Rick Famuyiwa,5,Taye Diggs,man,1/2/1971,28,LisaRaye McCoy,woman,9/23/1966,33
Third Person,2013,Paul Haggis,5,James Franco,man,4/19/1978,35,Mila Kunis,woman,8/14/1983,30
Top Gun,1986,Tony Scott,5,Tom Cruise,man,7/3/1962,24,Kelly McGillis,woman,7/9/1957,29
What's Your Number?,2011,Mark Mylod,5,Chris Evans,man,6/13/1981,30,Anna Faris,woman,11/29/1976,35
When a Man Loves a Woman,1994,Luis Mandoki,5,Andy Garcia,man,4/12/1956,38,Meg Ryan,woman,11/19/1961,33
Win a Date with Tad Hamilton!,2004,Robert Luketic,5,Topher Grace,man,7/19/1978,26,Kate Bosworth,woman,1/2/1983,21
Wonder Woman,2017,Patty Jenkins,5,Chris Pine,man,8/26/1980,37,Gal Gadot,woman,4/30/1985,32
Zombieland,2009,Ruben Fleischer,5,Jesse Eisenberg,man,10/5/1983,26,Emma Stone,woman,11/6/1988,21
Zombieland: Double Tap,2019,Ruben Fleischer,5,Jesse Eisenberg,man,10/5/1983,36,Emma Stone,woman,11/6/1988,31
300,2007,Zack Snyder,4,Gerard Butler,man,11/13/1969,38,Lena Headey,woman,10/3/1973,34
50/50,2011,Jonathan Levine,4,Joseph Gordon-Levitt,man,2/17/1981,30,Anna Kendrick,woman,8/9/1985,26
A Walk in the Clouds,1995,Alfonso Arau,4,Keanu Reeves,man,9/2/1964,31,Aitana Sánchez-Gijón,woman,11/5/1968,27
A Walk in the Clouds,1995,Alfonso Arau,4,Keanu Reeves,man,9/2/1964,31,Debra Messing,woman,8/15/1968,27
All About the Benjamins,2002,Kevin Bray,4,Mike Epps,man,11/18/1970,32,Eva Mendes,woman,3/5/1974,28
All the Pretty Horses,2000,Billy Bob Thornton,4,Matt Damon,man,10/8/1970,30,Penelope Cruz,woman,4/28/1974,26
Along Came Polly,2004,John Hamburg,4,Ben Stiller,man,11/30/1965,39,Jennifer Aniston,woman,2/11/1969,35
American Beauty,1999,Sam Mendes,4,Wes Bentley,man,9/4/1978,21,Thora Birch,woman,3/11/1982,17
Anchorman: The Legend of Ron Burgundy,2004,Adam McKay,4,Will Ferrell,man,7/16/1967,37,Christina Applegate,woman,11/25/1971,33
Avengers: Age of Ultron,2015,Joss Whedon,4,Jeremy Renner,man,1/7/1971,44,Linda Cardellini,woman,6/25/1975,40
Batman Begins,2005,Christopher Nolan,4,Christian Bale,man,1/30/1974,31,Katie Holmes,woman,12/18/1978,27
Boogie Nights,1997,Paul Thomas Anderson,4,Mark Wahlberg,man,6/5/1971,26,Philip Seymour Hoffman,man,7/23/1967,30
Boogie Nights,1997,Paul Thomas Anderson,4,Don Cheadle,man,11/29/1964,33,Melora Walters,woman,10/21/1960,37
Broken Hill,2009,Dagen Merrill,4,Luke Arnold,man,1/24/1984,25,Alexa PenaVega,woman,8/27/1988,21
Brooklyn,2015,John Crowley,4,Emory Cohen,man,3/13/1990,25,Saoirse Ronan,woman,4/12/1994,21
Café Society,2016,Woody Allen,4,Jesse Eisenberg,man,10/5/1983,33,Blake Lively,woman,8/25/1987,29
Chasing Amy,1997,Kevin Smith,4,Ben Affleck,man,8/15/1972,25,Joey Lauren Adams,woman,1/9/1968,29
Chicago,2002,Rob Marshall,4,John C. Reilly,man,5/24/1965,37,Renee Zellweger,woman,4/25/1969,33
Chinatown,1974,Roman Polanski,4,Jack Nicholson,man,4/22/1937,37,Faye Dunaway,woman,1/14/1941,33
Crimson Peak,2015,Guillermo del Toro,4,Tom Hiddleston,man,2/9/1981,34,Jessica Chastain,woman,3/24/1977,38
Dr. No,1962,Terence Young,4,Sean Connery,man,8/25/1930,32,Zena Marshall,woman,1/1/1926,36
First Man,2018,Damien Chazelle,4,Ryan Gosling,man,11/12/1980,38,Claire Foy,woman,4/16/1984,34
Funny People,2009,Judd Apatow,4,Eric Bana,man,8/9/1968,41,Leslie Mann,woman,3/26/1972,37
Grosse Pointe Blank,1997,George Armitage,4,John Cusack,man,6/28/1966,31,Minnie Driver,woman,1/31/1970,27
Happy Gilmore,1996,Dennis Dugan,4,Adam Sandler,man,9/9/1966,30,Julie Bowen,woman,3/3/1970,26
Here on Earth,2000,Mark Piznarski,4,Chris Klein,man,3/14/1979,21,Leelee Sobieski,woman,6/10/1983,17
Hidden Figures,2016,Theodore Melfi,4,Mahershala Ali,man,2/16/1974,42,Taraji P. Henson,woman,9/11/1970,46
I Think I Love My Wife,2007,Chris Rock,4,Chris Rock,man,2/7/1965,42,Gina Torres,woman,4/25/1969,38
In Time,2011,Andrew Niccol,4,Justin Timberlake,man,1/31/1981,30,Amanda Seyfried,woman,12/3/1985,26
It's Complicated,2009,Nancy Meyers,4,Steve Martin,man,8/14/1945,64,Meryl Streep,woman,6/22/1949,60
Juno,2007,Jason Reitman,4,J.K. Simmons,man,1/9/1955,52,Allison Janney,woman,11/19/1959,48
Knocked Up,2007,Judd Apatow,4,Seth Rogen,man,4/15/1982,25,Katherine Heigl,woman,11/24/1978,29
La Dolce Vita,1960,Federico Fellini,4,Marcello Mastroianni,man,9/28/1924,36,Yvonne Furneaux,woman,5/11/1928,32
Leap Year,2010,Anand Tucker,4,Matthew Goode,man,4/3/1978,32,Amy Adams,woman,8/20/1974,36
Mamma Mia!,2008,Phyllida Lloyd,4,Pierce Brosnan,man,5/16/1953,55,Meryl Streep,woman,6/22/1949,59
Meet the Parents,2000,Jay Roach,4,Ben Stiller,man,11/30/1965,35,Teri Polo,woman,6/1/1969,31
Midsommar,2019,Ari Aster,4,Florence Pugh,woman,1/3/1996,23,Jack Reynor,man,1/23/1992,27
Moulin Rouge!,2001,Baz Luhrmann,4,Ewan McGregor,man,3/31/1971,30,Nicole Kidman,woman,6/20/1967,34
My Best Friend's Wedding,1997,P.J. Hogan,4,Dermot Mulroney,man,10/31/1963,34,Julia Roberts,woman,10/28/1967,30
Peter Rabbit,2018, Will Gluck,4,Domhnall Gleeson,man,5/12/1983,35,Rose Byrne,woman,7/24/1979,39
Reservation Road,2007,Terry George,4,Joaquin Phoenix,man,10/28/1974,33,Jennifer Connelly,woman,12/12/1970,37
Sex and the City,2008,Michael Patrick King,4,Evan Handler,man,1/10/1961,47,Kristin Davis,woman,2/24/1965,43
Siberia,2018,Matthew Ross,4,Keanu Reeves,man,9/2/1964,54,Molly Ringwald,woman,2/18/1968,50
Soul Food,1997,George Tillman Jr.,4,Mekhi Phifer,man,12/29/1974,23,Nia Long,woman,10/30/1970,27
Soul Food,1997,George Tillman Jr.,4,Jeffrey D. Sams,man,6/18/1968,29,Vivica A. Fox,woman,7/30/1964,33
Source Code,2011,Duncan Jones,4,Jake Gyllenhaal,man,12/19/1980,31,Michelle Monaghan,woman,3/23/1976,35
Spectre,2015,Sam Mendes,4,Daniel Craig,man,3/2/1968,47,Monica Bellucci,woman,9/30/1964,51
The Artist,2011,Michel Hazanavicius,4,Jean Dujardin,man,6/19/1972,39,Berenice Bejo,woman,6/7/1976,35
The Bourne Identity,2002,Doug Liman,4,Matt Damon,man,10/8/1970,32,Franka Potente,woman,7/22/1974,28
The Favourite,2018,Yorgos Lanthimos,4,Mark Gatiss,man,10/17/1966,52,Rachel Weisz,woman,3/7/1970,48
The Favourite,2018,Yorgos Lanthimos,4,Olivia Colman,woman,1/30/1974,44,Rachel Weisz,woman,3/7/1970,48
The Good Girl,2002,Miguel Arteta,4,John C. Reilly,man,5/24/1965,37,Jennifer Aniston,woman,2/11/1969,33
The Hudsucker Proxy,1994,Joel Coen,4,Tim Robbins,man,10/18/1958,36,Jennifer Jason Leigh,woman,2/5/1962,32
The Italian Job,2003,F. Gary Gray,4,Mark Wahlberg,man,6/5/1971,32,Charlize Theron,woman,8/7/1975,28
The Princess Bride,1987,Rob Reiner,4,Cary Elwes,man,10/26/1962,25,Robin Wright,woman,4/8/1966,21
The Rock,1996,Michael Bay,4,Nicolas Cage,man,1/7/1964,32,Vanessa Marcil,woman,10/15/1968,28
The Scarlet Letter,1995,Roland Joffé,4,Gary Oldman,man,3/21/1958,37,Demi Moore,woman,11/11/1962,33
The Spanish Prisoner,1997,David Mamet,4,Campbell Scott,man,7/19/1961,36,Rebecca Pidgeon,woman,10/10/1965,32
This Means War,2012,McG,4,Chris Pine,man,8/26/1980,32,Reese Witherspoon,woman,3/21/1976,36
Twilight,2008,Catherine Hardwicke,4,Robert Pattinson,man,5/13/1986,22,Kristen Stewart,woman,4/9/1990,18
Two Weeks Notice,2002,Marc Lawrence,4,Hugh Grant,man,9/9/1960,42,Sandra Bullock,woman,7/26/1964,38
Walk the Line,2005,James Mangold,4,Joaquin Phoenix,man,10/28/1974,31,Ginnifer Goodwin,woman,5/22/1978,27
Wayne's World,1993,Penelope Spheeris,4,Mike Myers,man,4/25/1963,30,Tia Carrere,woman,1/2/1967,26
We Are Your Friends,2015,Max Joseph,4,Zac Efron,man,10/18/1987,28,Emily Ratajkowski,woman,6/7/1991,24
Whatever Works,2009,Woody Allen,4,Henry Cavill,man,5/5/1983,26,Evan Rachel Wood,woman,9/7/1987,22
X-Men,2000,Bryan Singer,4,Hugh Jackman,man,10/12/1968,32,Famke Janssen,woman,11/5/1964,36
A Woman Under the Influence,1974,John Cassavetes,3,Peter Falk,man,9/16/1927,47,Gena Rowlands,woman,6/19/1930,44
Amelia,2009,Mira Nair,3,Ewan McGregor,man,3/31/1971,38,Hilary Swank,woman,7/30/1974,35
American Beauty,1999,Sam Mendes,3,Peter Gallagher,man,8/19/1955,44,Annette Bening,woman,5/29/1958,41
Arbitrage,2012,Nicholas Jarecki,3,Richard Gere,man,8/31/1949,63,Susan Sarandon,woman,10/4/1946,66
Becoming Jane,2007,Julian Jarrold,3,James McAvoy,man,4/21/1979,28,Anne Hathaway,woman,11/12/1982,25
Bottle Rocket,1996,Wes Anderson,3,Luke Wilson,man,9/21/1971,25,Lumi Cavazos,woman,12/21/1968,28
Bridget Jones's Baby,2016,Sharon Maguire,3,Patrick Dempsey,man,1/13/1966,50,Renee Zellweger,woman,4/25/1969,47
Cinderella,2015,Kenneth Branagh,3,Richard Madden,man,6/18/1986,29,Lily James,woman,4/5/1989,26
City of Angels,1998,Brad Silberling,3,Nicolas Cage,man,1/7/1964,34,Meg Ryan,woman,11/19/1961,37
Closer,2004,Mike Nichols,3,Clive Owen,man,10/3/1964,40,Julia Roberts,woman,10/28/1967,37
Coyote Ugly,2000,David McNally,3,Adam Garcia,man,6/1/1973,27,Piper Perabo,woman,10/31/1976,24
"Crouching Tiger, Hidden Dragon",2000,Ang Lee,3,Chang Chen,man,10/14/1976,24,Zhang Ziyi,woman,2/9/1979,21
Deadpool,2016,Tim Miller,3,Ryan Reynolds,man,10/23/1976,40,Morena Baccarin,woman,6/2/1979,37
Don Jon,2013,Joseph Gordon-Levitt,3,Joseph Gordon-Levitt,man,2/17/1981,32,Scarlett Johansson,woman,11/22/1984,29
Enemy of the State,1998,Tony Scott,3,Will Smith,man,9/25/1968,30,Regina King,woman,1/15/1971,27
Fight Club,1999,David Fincher,3,Edward Norton,man,8/18/1969,30,Helena Bonham Carter,woman,5/26/1966,33
Fight Club,1999,David Fincher,3,Brad Pitt,man,12/18/1963,36,Helena Bonham Carter,woman,5/26/1966,33
Fools Rush In,1997,Andy Tennant,3,Matthew Perry,man,8/19/1969,28,Salma Hayek,woman,9/2/1966,31
Forgetting Sarah Marshall,2008,Nicholas Stoller,3,Jason Segel,man,1/18/1980,28,Mila Kunis,woman,8/14/1983,25
